epoch,test_images,pred_score,gt_score
41,SCI05_1_1.bmp,61.47616195678711,61.39608939
41,SCI05_1_2.bmp,48.10408020019531,48.85258858
41,SCI05_1_3.bmp,42.050750732421875,46.31596433
41,SCI05_1_4.bmp,31.362424850463867,36.79643053
41,SCI05_1_5.bmp,29.56349754333496,29.10093918
41,SCI11_1_1.bmp,49.938751220703125,61.25741413
41,SCI11_1_2.bmp,42.904029846191406,41.89073155
41,SCI11_1_3.bmp,38.98426818847656,37.26688707
41,SCI11_1_4.bmp,30.63862419128418,30.92701054
41,SCI11_1_5.bmp,27.363080978393555,26.15197867
41,SCI12_1_1.bmp,58.83278274536133,69.59271149
41,SCI12_1_2.bmp,51.00876235961914,53.08103691
41,SCI12_1_3.bmp,47.26060485839844,43.66090655
41,SCI12_1_4.bmp,34.19907760620117,34.48862807
41,SCI12_1_5.bmp,30.595426559448242,29.11189217
41,SCI15_1_1.bmp,58.25382995605469,67.20984191
41,SCI15_1_2.bmp,45.60041046142578,49.80805332
41,SCI15_1_3.bmp,42.226646423339844,38.56241481
41,SCI15_1_4.bmp,30.750343322753906,32.71429388
41,SCI15_1_5.bmp,28.029014587402344,28.39170591
41,SCI16_1_1.bmp,58.52998352050781,62.14463004
41,SCI16_1_2.bmp,43.8082160949707,44.61760803
41,SCI16_1_3.bmp,39.81715774536133,39.77087471
41,SCI16_1_4.bmp,31.12795066833496,33.28121829
41,SCI16_1_5.bmp,27.54529571533203,27.10885946
41,SCI24_1_1.bmp,64.80841064453125,67.64637883
41,SCI24_1_2.bmp,54.74505615234375,54.82425249
41,SCI24_1_3.bmp,49.631996154785156,55.01833476
41,SCI24_1_4.bmp,37.58126449584961,41.15509966
41,SCI24_1_5.bmp,32.48361587524414,32.62017355
41,SCI31_1_1.bmp,49.06037521362305,51.74886271
41,SCI31_1_2.bmp,40.91612243652344,43.95219767
41,SCI31_1_3.bmp,38.68235397338867,36.36908528
41,SCI31_1_4.bmp,30.05691909790039,29.2271761
41,SCI31_1_5.bmp,28.20186424255371,24.7851638
41,SCI36_1_1.bmp,54.40479278564453,58.69102527
41,SCI36_1_2.bmp,44.26903533935547,41.92344037
41,SCI36_1_3.bmp,40.1732292175293,39.3090078
41,SCI36_1_4.bmp,30.15422248840332,28.45628332
41,SCI36_1_5.bmp,29.05755615234375,28.72667405
41,SCI05_2_1.bmp,56.87326431274414,63.35563584
41,SCI05_2_2.bmp,44.51765441894531,52.42226088
41,SCI05_2_3.bmp,40.343502044677734,53.01504492
41,SCI05_2_4.bmp,35.95431137084961,46.88077237
41,SCI05_2_5.bmp,31.916025161743164,37.83685649
41,SCI11_2_1.bmp,52.13155746459961,58.10799732
41,SCI11_2_2.bmp,39.50037384033203,43.64613554
41,SCI11_2_3.bmp,36.831783294677734,38.09828128
41,SCI11_2_4.bmp,29.416080474853516,34.30850673
41,SCI11_2_5.bmp,27.452144622802734,27.38440866
41,SCI12_2_1.bmp,54.39302062988281,55.95186411
41,SCI12_2_2.bmp,47.803646087646484,44.12584761
41,SCI12_2_3.bmp,40.76068115234375,40.83476563
41,SCI12_2_4.bmp,37.71157455444336,38.81125719
