epoch,test_images,pred_score,gt_score
1,cim1_1_1.bmp,38.314622497558595,36.79291915893555
1,cim1_1_2.bmp,44.27967796325684,46.42534637451172
1,cim1_1_3.bmp,47.78537508646647,46.041961669921875
1,cim1_1_4.bmp,54.46568489074707,64.93254852294922
1,cim1_1_5.bmp,58.68437131245931,61.35892868041992
1,cim1_1_6.bmp,65.2267827351888,65.34765625
1,cim1_1_7.bmp,71.87963727315267,77.60572814941406
1,cim1_2_1.bmp,43.0096009572347,50.912567138671875
1,cim1_2_2.bmp,48.41890761057536,57.36232376098633
1,cim1_2_3.bmp,51.956887563069664,56.90944290161133
1,cim1_2_4.bmp,61.30288174947103,64.20155334472656
1,cim1_2_5.bmp,73.44308776855469,75.05059814453125
1,cim1_2_6.bmp,88.92202568054199,79.2597427368164
1,cim1_2_7.bmp,96.03722330729167,87.42982482910156
1,cim1_3_1.bmp,56.282192866007485,53.78916931152344
1,cim1_3_2.bmp,70.10415013631184,57.75459671020508
1,cim1_3_3.bmp,75.28747024536133,67.19474792480469
1,cim1_3_4.bmp,81.9642993927002,78.52014923095703
1,cim1_3_5.bmp,86.62930742899577,80.09564971923828
1,cim1_3_6.bmp,95.58547630310059,85.53860473632812
1,cim1_3_7.bmp,104.92641716003418,84.5912094116211
1,cim1_4_1.bmp,46.794688034057614,69.51768493652344
1,cim1_4_2.bmp,40.826393063863115,49.933616638183594
1,cim1_4_3.bmp,36.71910343170166,32.51749038696289
1,cim1_4_4.bmp,36.621170616149904,34.59866714477539
1,cim1_4_5.bmp,37.78272902170817,51.459716796875
1,cim1_4_6.bmp,37.23991298675537,41.26806640625
1,cim1_4_7.bmp,36.59781150817871,33.10770034790039
1,cim1_5_1.bmp,40.57098630269368,31.587562561035156
1,cim1_5_2.bmp,42.271118354797366,42.15911865234375
1,cim1_5_3.bmp,42.21430981953939,41.84296798706055
1,cim1_5_4.bmp,44.5732650121053,43.372886657714844
1,cim1_5_5.bmp,45.65497449239095,53.669166564941406
1,cim1_5_6.bmp,49.89436569213867,53.9964714050293
1,cim1_5_7.bmp,51.02111841837565,60.108097076416016
1,cim1_6_1.bmp,40.88152103424072,41.88880920410156
1,cim1_6_2.bmp,44.4393871307373,45.514286041259766
1,cim1_6_3.bmp,46.201856231689455,59.71625518798828
1,cim1_6_4.bmp,48.97187321980794,53.33950424194336
1,cim1_6_5.bmp,50.94493014017741,60.5711669921875
1,cim1_6_6.bmp,52.343482462565106,60.37334442138672
1,cim1_6_7.bmp,54.305132675170896,69.39696502685547
1,cim1_7_1.bmp,40.120338439941406,41.482975006103516
1,cim1_7_2.bmp,40.99985949198405,42.61480712890625
1,cim1_7_3.bmp,42.995330746968584,40.4368896484375
1,cim1_7_4.bmp,44.04755713144938,50.168888092041016
1,cim1_7_5.bmp,45.663435808817546,49.571842193603516
1,cim1_7_6.bmp,46.229590606689456,60.39860916137695
1,cim1_7_7.bmp,47.051375516255696,68.60892486572266
1,cim14_1_1.bmp,39.509897232055664,38.29768753051758
1,cim14_1_2.bmp,42.65014404296875,46.55600357055664
1,cim14_1_3.bmp,46.36110702514648,60.03327941894531
1,cim14_1_4.bmp,54.01241394042969,66.30904388427734
1,cim14_1_5.bmp,59.681492462158204,74.86199188232422
1,cim14_1_6.bmp,66.87268096923827,80.0886001586914
1,cim14_1_7.bmp,72.43646789550782,86.28182983398438
1,cim14_2_1.bmp,56.91020523071289,54.365867614746094
1,cim14_2_2.bmp,65.28985076904297,64.00975036621094
1,cim14_2_3.bmp,70.65723510742187,59.81689453125
1,cim14_2_4.bmp,81.76970977783203,68.71028137207031
1,cim14_2_5.bmp,93.02317413330078,77.945556640625
1,cim14_2_6.bmp,102.92183288574219,84.78595733642578
1,cim14_2_7.bmp,107.5128402709961,88.10916900634766
1,cim14_3_1.bmp,70.91474731445312,57.65204620361328
1,cim14_3_2.bmp,81.78231384277343,66.01873779296875
1,cim14_3_3.bmp,85.79517364501953,71.60873413085938
1,cim14_3_4.bmp,91.26275207519531,74.60638427734375
1,cim14_3_5.bmp,98.00200500488282,74.74517822265625
1,cim14_3_6.bmp,109.42266082763672,82.01085662841797
1,cim14_3_7.bmp,117.27860229492188,88.19295501708984
1,cim14_4_1.bmp,59.06801528930664,74.14720153808594
1,cim14_4_2.bmp,51.1034049987793,51.48097610473633
1,cim14_4_3.bmp,42.23851852416992,41.410316467285156
1,cim14_4_4.bmp,42.290170669555664,46.09685134887695
1,cim14_4_5.bmp,42.656415481567386,52.830806732177734
1,cim14_4_6.bmp,42.66266754150391,49.89234161376953
1,cim14_4_7.bmp,41.789610137939455,41.639957427978516
1,cim14_5_1.bmp,51.91050384521484,43.96617126464844
1,cim14_5_2.bmp,55.324433135986325,42.94560241699219
1,cim14_5_3.bmp,55.94357238769531,41.346458435058594
1,cim14_5_4.bmp,58.67230545043945,54.07215881347656
1,cim14_5_5.bmp,60.25149261474609,59.93260955810547
1,cim14_5_6.bmp,64.33589294433594,62.032649993896484
1,cim14_5_7.bmp,69.2429118347168,73.41525268554688
1,cim14_6_1.bmp,53.1914697265625,47.93291473388672
1,cim14_6_2.bmp,57.82043975830078,49.60710144042969
1,cim14_6_3.bmp,59.1407585144043,48.127838134765625
1,cim14_6_4.bmp,58.72472564697266,55.448585510253906
1,cim14_6_5.bmp,58.761988983154296,61.434017181396484
1,cim14_6_6.bmp,57.66218902587891,62.412899017333984
1,cim14_6_7.bmp,61.02617965698242,70.67959594726562
1,cim14_7_1.bmp,52.88908645629883,38.69904708862305
1,cim14_7_2.bmp,53.908639373779295,44.90028381347656
1,cim14_7_3.bmp,58.08289703369141,48.83234786987305
1,cim14_7_4.bmp,60.61774658203125,56.248958587646484
1,cim14_7_5.bmp,63.61861572265625,57.751976013183594
1,cim14_7_6.bmp,61.434016418457034,58.09086227416992
1,cim14_7_7.bmp,66.84483978271484,59.00724792480469
1,cim15_1_1.bmp,39.01116523742676,34.100772857666016
1,cim15_1_2.bmp,43.44405561174665,52.70537185668945
1,cim15_1_3.bmp,47.675533294677734,61.064659118652344
1,cim15_1_4.bmp,54.64480732509068,61.75166702270508
1,cim15_1_5.bmp,59.306148529052734,72.57376861572266
1,cim15_1_6.bmp,64.18254558018276,76.15522003173828
1,cim15_1_7.bmp,69.75829031808036,79.47774505615234
1,cim15_2_1.bmp,50.39007132393973,48.776023864746094
1,cim15_2_2.bmp,56.74362912859235,60.049747467041016
1,cim15_2_3.bmp,61.25079160417829,60.182010650634766
1,cim15_2_4.bmp,70.31707747323172,74.04899597167969
1,cim15_2_5.bmp,80.24247447422573,72.20097351074219
1,cim15_2_6.bmp,97.03609837123327,81.30172729492188
1,cim15_2_7.bmp,103.71345051356724,79.03958129882812
1,cim15_3_1.bmp,64.7684071132115,47.69690704345703
1,cim15_3_2.bmp,75.39094488961356,57.33314895629883
1,cim15_3_3.bmp,79.85262429373604,62.94004821777344
1,cim15_3_4.bmp,88.19593920026507,70.91716766357422
1,cim15_3_5.bmp,100.15303584507534,83.63883972167969
1,cim15_3_6.bmp,109.19328907557896,83.9339828491211
1,cim15_3_7.bmp,121.34165693010603,85.714111328125
1,cim15_4_1.bmp,51.37631846836635,63.67914581298828
1,cim15_4_2.bmp,43.21738232203892,52.295005798339844
1,cim15_4_3.bmp,37.63042308262416,36.320735931396484
1,cim15_4_4.bmp,37.39881695338658,49.45230484008789
1,cim15_4_5.bmp,38.47973801749093,52.05311584472656
1,cim15_4_6.bmp,37.5853220803397,48.17249298095703
1,cim15_4_7.bmp,36.859943335396906,56.10893630981445
1,cim15_5_1.bmp,44.29023611886161,45.0073127746582
1,cim15_5_2.bmp,46.56774460928781,44.69289016723633
1,cim15_5_3.bmp,46.877299554007394,38.14780807495117
1,cim15_5_4.bmp,49.25752192905971,46.6544303894043
1,cim15_5_5.bmp,51.04680448259626,50.89115905761719
1,cim15_5_6.bmp,54.77829033987863,63.72957992553711
1,cim15_5_7.bmp,59.620272282191685,56.79969787597656
1,cim15_6_1.bmp,47.076532527378625,44.025230407714844
1,cim15_6_2.bmp,48.07757383074079,44.62769317626953
1,cim15_6_3.bmp,49.39037034170968,52.55065155029297
1,cim15_6_4.bmp,49.946436527797154,52.889408111572266
1,cim15_6_5.bmp,53.13056564331055,63.91514205932617
1,cim15_6_6.bmp,54.06120845249721,63.486942291259766
1,cim15_6_7.bmp,58.46005368913923,70.56562042236328
1,cim15_7_1.bmp,44.26433606828962,34.85870361328125
1,cim15_7_2.bmp,45.16835670471191,45.390804290771484
1,cim15_7_3.bmp,49.08840146745954,50.997230529785156
1,cim15_7_4.bmp,49.1808840070452,50.37392807006836
1,cim15_7_5.bmp,53.45451376778739,51.46003341674805
1,cim15_7_6.bmp,52.02372349330357,52.70921325683594
1,cim15_7_7.bmp,57.844869886125835,59.56405258178711
1,cim20_1_1.bmp,37.38979241507394,34.92015838623047
1,cim20_1_2.bmp,42.869375882829935,45.93939971923828
1,cim20_1_3.bmp,47.02760107857841,60.324947357177734
1,cim20_1_4.bmp,52.85355660574777,57.220401763916016
1,cim20_1_5.bmp,55.481507655552456,54.66592788696289
1,cim20_1_6.bmp,60.517845916748044,67.56924438476562
1,cim20_1_7.bmp,64.02483553205218,82.65452575683594
1,cim20_2_1.bmp,39.98885928562709,34.49382400512695
1,cim20_2_2.bmp,41.91868013654437,39.074581146240234
1,cim20_2_3.bmp,43.68378404889788,53.227752685546875
1,cim20_2_4.bmp,47.86349628993443,67.21133422851562
1,cim20_2_5.bmp,53.66023635864258,72.91173553466797
1,cim20_2_6.bmp,69.70524161202567,84.1629409790039
1,cim20_2_7.bmp,75.76994443620954,85.81610870361328
1,cim20_3_1.bmp,40.86498118809291,47.036827087402344
1,cim20_3_2.bmp,42.75309284755162,52.569007873535156
1,cim20_3_3.bmp,43.77142072405134,55.09103012084961
1,cim20_3_4.bmp,45.96881746564593,70.73580169677734
1,cim20_3_5.bmp,50.18166384015765,74.82160186767578
1,cim20_3_6.bmp,64.25087345668248,74.1899185180664
1,cim20_3_7.bmp,88.85323268345424,83.36327362060547
1,cim20_4_1.bmp,48.02748358590262,74.9433822631836
1,cim20_4_2.bmp,38.63840996878488,49.405128479003906
1,cim20_4_3.bmp,41.00980082920619,31.61766815185547
1,cim20_4_4.bmp,41.150917761666435,40.027931213378906
1,cim20_4_5.bmp,42.61430391584124,54.2510986328125
1,cim20_4_6.bmp,42.22313466753278,40.39170837402344
1,cim20_4_7.bmp,41.51328304835728,38.2056770324707
1,cim20_5_1.bmp,36.336532538277766,38.778377532958984
1,cim20_5_2.bmp,36.391132300240656,34.915985107421875
1,cim20_5_3.bmp,37.033870043073385,38.497581481933594
1,cim20_5_4.bmp,37.557757895333424,43.99462890625
1,cim20_5_5.bmp,37.95197802952358,42.56645965576172
1,cim20_5_6.bmp,39.49561947413853,54.13072204589844
1,cim20_5_7.bmp,40.56810689653669,52.88819885253906
1,cim20_6_1.bmp,37.24984392438616,35.52610397338867
1,cim20_6_2.bmp,38.78561553955078,38.21143341064453
1,cim20_6_3.bmp,39.58522742135184,43.954315185546875
1,cim20_6_4.bmp,41.71147815159389,47.75629806518555
1,cim20_6_5.bmp,43.223032924107144,47.58518981933594
1,cim20_6_6.bmp,48.2333625793457,46.01325988769531
1,cim20_6_7.bmp,50.43837171282087,56.60723114013672
1,cim20_7_1.bmp,36.60403251647949,37.986942291259766
1,cim20_7_2.bmp,36.73216509137835,36.15829849243164
1,cim20_7_3.bmp,37.96139798845564,40.0549201965332
1,cim20_7_4.bmp,38.50260260445731,42.407615661621094
1,cim20_7_5.bmp,39.61620695931571,42.548545837402344
1,cim20_7_6.bmp,40.43382099696568,43.577022552490234
1,cim20_7_7.bmp,42.844597407749724,64.48619079589844
epoch,test_images,pred_score,gt_score
2,cim1_1_1.bmp,43.6600887298584,36.79291915893555
2,cim1_1_2.bmp,46.45439414978027,46.42534637451172
2,cim1_1_3.bmp,53.01418495178223,46.041961669921875
2,cim1_1_4.bmp,64.23139368693033,64.93254852294922
2,cim1_1_5.bmp,73.32934328715007,61.35892868041992
2,cim1_1_6.bmp,86.80598754882813,65.34765625
2,cim1_1_7.bmp,95.46098759969075,77.60572814941406
2,cim1_2_1.bmp,52.881658299764,50.912567138671875
2,cim1_2_2.bmp,58.58366877237956,57.36232376098633
2,cim1_2_3.bmp,63.0666613260905,56.90944290161133
2,cim1_2_4.bmp,75.385662206014,64.20155334472656
2,cim1_2_5.bmp,89.40877202351888,75.05059814453125
2,cim1_2_6.bmp,108.86620966593425,79.2597427368164
2,cim1_2_7.bmp,120.07412363688151,87.42982482910156
2,cim1_3_1.bmp,66.13896598815919,53.78916931152344
2,cim1_3_2.bmp,82.8446044921875,57.75459671020508
2,cim1_3_3.bmp,91.17924575805664,67.19474792480469
2,cim1_3_4.bmp,105.13760401407878,78.52014923095703
2,cim1_3_5.bmp,112.66407051086426,80.09564971923828
2,cim1_3_6.bmp,131.87819328308106,85.53860473632812
2,cim1_3_7.bmp,143.79083379109701,84.5912094116211
