epoch,test_images,pred_score,gt_score
26,cim1_1_1.bmp,36.56145095825195,36.79291836
26,cim1_1_2.bmp,44.75422668457031,46.42534797
26,cim1_1_3.bmp,51.963233947753906,46.04196069
26,cim1_1_4.bmp,64.16320037841797,64.93255009
26,cim1_1_5.bmp,67.98629760742188,61.35892782
26,cim1_1_6.bmp,70.53962707519531,65.34765606
26,cim1_1_7.bmp,70.89418029785156,77.60572809
26,cim11_1_1.bmp,40.619544982910156,35.99436705
26,cim11_1_2.bmp,44.865596771240234,54.95672666
26,cim11_1_3.bmp,48.917057037353516,51.39564721
26,cim11_1_4.bmp,61.17601013183594,57.35597227
26,cim11_1_5.bmp,64.63330078125,58.99629675
26,cim11_1_6.bmp,69.71637725830078,65.96038049
26,cim11_1_7.bmp,73.37937927246094,83.05597448
26,cim14_1_1.bmp,42.61243438720703,38.29768922
26,cim14_1_2.bmp,51.07693862915039,46.55600206
26,cim14_1_3.bmp,58.04978942871094,60.03327873
26,cim14_1_4.bmp,65.9655990600586,66.30904716
26,cim14_1_5.bmp,67.70146942138672,74.86199324
26,cim14_1_6.bmp,71.44395446777344,80.08859972
26,cim14_1_7.bmp,71.54319763183594,86.28183314
26,cim16_1_1.bmp,41.47629165649414,43.10009592
26,cim16_1_2.bmp,47.0963249206543,49.9836553
26,cim16_1_3.bmp,50.65544128417969,52.25836784
26,cim16_1_4.bmp,59.41136932373047,63.84614578
26,cim16_1_5.bmp,64.46690368652344,65.90055951
26,cim16_1_6.bmp,68.72563171386719,80.29562344
26,cim16_1_7.bmp,70.73871612548828,84.90678957
26,cim1_2_1.bmp,46.05918502807617,50.91256561
26,cim1_2_2.bmp,52.87803268432617,57.36232546
26,cim1_2_3.bmp,56.35222625732422,56.90944411
26,cim1_2_4.bmp,66.31444549560547,64.20155337
26,cim1_2_5.bmp,73.18292999267578,75.05060063
26,cim1_2_6.bmp,77.78215789794922,79.25974304
26,cim1_2_7.bmp,78.32589721679688,87.42982539
26,cim11_2_1.bmp,49.251129150390625,47.91905638
26,cim11_2_2.bmp,51.47663879394531,49.20216957
26,cim11_2_3.bmp,51.886985778808594,54.79048469
26,cim11_2_4.bmp,61.35121536254883,70.44885646
26,cim11_2_5.bmp,71.38409423828125,70.77455583
26,cim11_2_6.bmp,76.61263275146484,82.80315223
26,cim11_2_7.bmp,77.83990478515625,81.26331437
26,cim14_2_1.bmp,53.934173583984375,54.36586806
26,cim14_2_2.bmp,57.02363586425781,64.00975258
26,cim14_2_3.bmp,59.17690658569336,59.81689453
26,cim14_2_4.bmp,66.1958999633789,68.7102793
26,cim14_2_5.bmp,73.66923522949219,77.94556041
26,cim14_2_6.bmp,76.81787109375,84.78595846
26,cim14_2_7.bmp,78.47586822509766,88.10916826
26,cim16_2_1.bmp,45.08740234375,43.36345763
26,cim16_2_2.bmp,54.652400970458984,56.39999092
