epoch,test_images,pred_score,gt_score
1,SCI03_1_1.bmp,62.440406799316406,62.70532762
1,SCI03_1_2.bmp,48.604896545410156,45.28611007
1,SCI03_1_3.bmp,43.12554931640625,40.54332596
1,SCI03_1_4.bmp,37.140995025634766,31.87244823
1,SCI03_1_5.bmp,28.756534576416016,28.98922561
1,SCI03_2_1.bmp,49.4110107421875,53.07137579
1,SCI03_2_2.bmp,44.785587310791016,47.16882989
1,SCI03_2_3.bmp,47.6819953918457,32.6340128
1,SCI03_2_4.bmp,39.061161041259766,29.6814857
1,SCI03_2_5.bmp,41.14205551147461,25.96513002
1,SCI03_3_1.bmp,56.212379455566406,57.19433159
1,SCI03_3_2.bmp,46.85405349731445,45.33518267
1,SCI03_3_3.bmp,42.259300231933594,32.0043003
1,SCI03_3_4.bmp,35.58127975463867,27.42462933
1,SCI03_3_5.bmp,38.8679084777832,27.48082028
1,SCI03_4_1.bmp,53.00345993041992,36.33595608
1,SCI03_4_2.bmp,60.25033187866211,53.01825837
1,SCI03_4_3.bmp,57.692665100097656,58.33738734
1,SCI03_4_4.bmp,53.34244155883789,55.42948859
1,SCI03_4_5.bmp,54.74346923828125,49.94708808
1,SCI03_5_1.bmp,54.55548095703125,66.7372086
1,SCI03_5_2.bmp,53.508758544921875,64.8327943
1,SCI03_5_3.bmp,47.98454284667969,51.6895431
1,SCI03_5_4.bmp,42.758460998535156,36.39493691
1,SCI03_5_5.bmp,41.724769592285156,26.50418742
1,SCI03_6_1.bmp,56.82937240600586,71.51437251
1,SCI03_6_2.bmp,55.02515411376953,66.4477194
1,SCI03_6_3.bmp,50.19533157348633,49.66133156
1,SCI03_6_4.bmp,52.64286422729492,44.6218643
1,SCI03_6_5.bmp,37.772605895996094,32.27058588
1,SCI03_7_1.bmp,59.87035369873047,74.07773182
1,SCI03_7_2.bmp,56.413700103759766,69.37727425
1,SCI03_7_3.bmp,59.017967224121094,63.66553742
1,SCI03_7_4.bmp,55.449832916259766,57.61281132
1,SCI03_7_5.bmp,61.200069427490234,48.43227975
1,SCI03_8_1.bmp,59.9505729675293,74.38565307
1,SCI03_8_2.bmp,59.1484489440918,67.98061734
1,SCI03_8_3.bmp,58.68464660644531,63.61890767
1,SCI03_8_4.bmp,61.282222747802734,50.08029678
1,SCI03_8_5.bmp,46.61394119262695,36.30124175
1,SCI03_9_1.bmp,58.957908630371094,66.99790544
1,SCI03_9_2.bmp,59.7003059387207,62.31236829
1,SCI03_9_3.bmp,54.727210998535156,60.02884767
