epoch,SROCC,PLCC,KROCC,RMSE
1,0.8218360738380182,0.8181253625740545,0.6197462086041473,11.013472884722672
epoch,SROCC,PLCC,KROCC,RMSE
2,0.8672818977512686,0.876467420633792,0.6774373259052924,8.436242892516455
epoch,SROCC,PLCC,KROCC,RMSE
3,0.887770996175382,0.8869788896634337,0.7030021665119157,7.716997704466249
epoch,SROCC,PLCC,KROCC,RMSE
4,0.8877074668786024,0.88477142748142,0.7019808108944599,8.054130685857512
epoch,SROCC,PLCC,KROCC,RMSE
5,0.891232699840791,0.8963412427876178,0.7083255957907768,12.948686112117835
epoch,SROCC,PLCC,KROCC,RMSE
6,0.8888064979925256,0.8898529067257588,0.7033116682141751,11.020174676287237
epoch,SROCC,PLCC,KROCC,RMSE
7,0.8884669892000195,0.8908096619376377,0.7059424326833796,8.184393532745153
epoch,SROCC,PLCC,KROCC,RMSE
8,0.8947533031376271,0.9042279467329002,0.7149179820489012,11.069347845970404
epoch,SROCC,PLCC,KROCC,RMSE
9,0.8955606653343517,0.903543198032144,0.7156917363045496,6.165369664288302
epoch,SROCC,PLCC,KROCC,RMSE
10,0.9041654127989669,0.9040809950168696,0.7255957907768492,7.999981553634334
epoch,SROCC,PLCC,KROCC,RMSE
11,0.9136261339465068,0.9154084117082297,0.7427421850820178,5.836158201486497
epoch,SROCC,PLCC,KROCC,RMSE
12,0.9132765942124039,0.9165698671890368,0.7405137728257505,6.528430773478872
epoch,SROCC,PLCC,KROCC,RMSE
13,0.9127945946084975,0.915908984521584,0.7406375735066543,5.7734614306537475
epoch,SROCC,PLCC,KROCC,RMSE
14,0.9102385049267355,0.9145414403751924,0.7363045496750232,6.611524455302926
epoch,SROCC,PLCC,KROCC,RMSE
15,0.9108748267090538,0.9146767139778986,0.7375116063138347,5.93477866546639
epoch,SROCC,PLCC,KROCC,RMSE
16,0.9116919626437445,0.9146264971515032,0.7398947694212317,5.886523730008719
epoch,SROCC,PLCC,KROCC,RMSE
17,0.9085260431536251,0.9117507906783315,0.7351903435468895,5.906796330317987
epoch,SROCC,PLCC,KROCC,RMSE
18,0.9165469383765821,0.9176895374338097,0.7472918601052305,5.750771917421838
epoch,SROCC,PLCC,KROCC,RMSE
19,0.9147874083390559,0.917157589619457,0.7443825441039925,5.696500940998144
epoch,SROCC,PLCC,KROCC,RMSE
20,0.9204502606758797,0.9233836594307525,0.7537294955122253,6.227653569387314
epoch,SROCC,PLCC,KROCC,RMSE
21,0.9121268939832353,0.916059043021165,0.7381925100588053,5.723429636952302
epoch,SROCC,PLCC,KROCC,RMSE
22,0.9200289611288152,0.9219763780798269,0.7551532033426184,5.557494912757518
epoch,SROCC,PLCC,KROCC,RMSE
23,0.9254168627844351,0.9270487208865843,0.7625502940266171,5.365331696002108
epoch,SROCC,PLCC,KROCC,RMSE
24,0.9100029064010267,0.9139996468843716,0.740761374187558,6.241699255558636
epoch,SROCC,PLCC,KROCC,RMSE
25,0.9249088856138293,0.9266591159005422,0.7612503868771278,5.357352662195893
epoch,SROCC,PLCC,KROCC,RMSE
26,0.9173329526719599,0.9204286102055919,0.7483132157226864,6.023749891909077
epoch,SROCC,PLCC,KROCC,RMSE
27,0.9184445867637867,0.922187445187372,0.7507273290003095,6.2658550161644255
epoch,SROCC,PLCC,KROCC,RMSE
28,0.9240050720555971,0.9267409230793904,0.7584029712163416,5.508606748178401
epoch,SROCC,PLCC,KROCC,RMSE
29,0.9256992723709286,0.927892726140556,0.760693283813061,5.367922658102761
epoch,SROCC,PLCC,KROCC,RMSE
30,0.9255729853882617,0.9298883589423321,0.7624574435159392,5.259405584866743
epoch,SROCC,PLCC,KROCC,RMSE
31,0.9238067680563378,0.9277294189849807,0.7578149179820489,5.518729628623987
epoch,SROCC,PLCC,KROCC,RMSE
32,0.9296625231161761,0.9321254789230815,0.7676570721138966,5.347761909015314
epoch,SROCC,PLCC,KROCC,RMSE
