/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_1_1.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_1_1.bmp,64.40449953,0,0
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_1_2.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_1_2.bmp,50.77260091,0,1
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_1_3.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_1_3.bmp,45.00483863,0,2
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_1_4.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_1_4.bmp,32.49257514,0,3
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_1_5.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_1_5.bmp,28.45834456,0,4
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_2_1.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_2_1.bmp,62.24743284,1,0
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_2_2.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_2_2.bmp,51.13917862,1,1
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_2_3.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_2_3.bmp,42.52097411,1,2
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_2_4.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_2_4.bmp,38.20999698,1,3
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_2_5.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_2_5.bmp,28.71618937,1,4
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_3_1.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_3_1.bmp,61.60698317,2,0
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_3_2.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_3_2.bmp,46.69337909,2,1
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_3_3.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_3_3.bmp,43.27434201,2,2
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_3_4.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_3_4.bmp,33.20190761,2,3
/data2/cyk/MyIQA2New/DataSet/SCID/DistortedImages/train/SCI01_3_5.bmp,/data2/cyk/MyIQA2New/DataSet/SCID/LogImages/train/SCI01_3_5.bmp,26.31585083,2,4
